사업장명,좌표정보(X),좌표정보(Y)
콤미치킨,214985.5802,450968.2065
통파이브 천호롯데씨네마점,211100.9418,448250.0531
소금구이집,211719.8314,449507.0577
니뽕내뽕,211268.7415,450103.1481
명일싱싱회세꼬시,212706.7952,449694.9654
오징어나라,211241.3541,448484.0268
케리홈치킨,211600.2532,450019.2895
희락,210859.51,447930.0744
튀김마트분식한식,212117.2069,448171.4004
장원생고기,213609.4944,450891.678
디자인카페허브,213223.0194,448205.8856
비비큐 명일점,212967.3269,449677.1592
오마스시,211068.1,448520.5737
생고기전문점,211651.2461,448428.5822
훈이네시골밥상,212091.0563,447391.7533
두리식당,210768.5048,447925.0054
맛있는남도밥상,215214.4538,449608.0091
콩나물아가씨,211547.884,446812.5371
김밥천국,212517.242,447485.3053
메차쿠차,210959.3843,447350.434
푸짐한식당,212357.5342,448043.0876
진이네떡볶이,213640.4097,449810.5253
왕왕맛집,213069.5691,449660.1935
카페소어,215129.8763,449658.6885
월요일,210871.9758,448231.5824
조선제일 쭈꾸미,213088.4786,451058.6361
피자굽는집,211316.0654,449504.1492
개삼터 오리전문점,211358.0922,449742.6055
이차돌 강동구청점,210770.7341,447456.7426
히토기라쿠길동점,212172.8285,448321.3302
벌교꼬막,212086.6548,448285.7444
동촌수끼샤브칼국수,212591.4431,447365.2472
다올,212388.5275,448426.8378
딱좋아,211672.9442,448015.4086
동촌,212597.8236,447955.9855
국물즉석떡볶이&화덕피자,210929.2558,447350.998
독도참치,212605.5001,449677.003
동아,211626.9221,449133.4635
쭉삼이3호점,211090.8825,448326.5857
인디오숯불바베큐,212815.1707,448604.5292
함지박,211590.6699,447616.4849
돈먹소,211604.2594,449173.5852
할매순대국,212357.7569,449321.746
SweetSalt(스윗솔트),213557.569,449290.3333
썬더치킨,212265.8018,448086.9005
(주)이마트명일점,213700.8777,450278.1009
싱싱 오징어 바다,211116.1098,448577.9573
마인호프,211850.6687,447373.8399
오가네,211067.0355,448508.5525
빠사시 둔촌점,212708.3327,447996.9105
투다리,211338.5263,450163.9358
먹거리마을,212781.1297,447650.3574
맛나감자탕,212574.0214,449499.8636
야다이,211130.2702,448596.099
최냉면,210978.6846,447840.4074
다래성,215107.5124,449806.4975
풍성찌개백반,210626.5863,447414.9138
동리회집,212264.9744,449835.6139
춘자네맛집,211579.4396,448962.1955
미인,210814.1664,447933.5066
인생해장국,210791.9394,447607.2913
둔촌골 한식뷔페,212591.4431,447365.2472
교촌치킨고덕점,213330.2234,450847.4388
고궁,212022.6828,447963.7238
아리랑호프,211517.4584,449877.9727
부산어묵,211236.1348,447863.442
신촌서서갈비,211228.338,449705.7456
전통식당,213735.6897,451036.4492
참참분식,211728.3737,449368.9241
생생고깃집,211297.8798,449868.7706
풍촌코다리네,211148.2,449679.572
밀사랑칼국수,213545.0112,449988.4581
상일식당,215202.3794,449528.4245
본죽&비빔밥 명일동점,213667.6607,450063.6676
일품닭한마리,211550.6878,447243.6822
솔터,211131.6995,450610.4882
니코,211066.4926,448499.6212
영계두마리,212105.9783,448486.5638
고향국시,212106.8929,448374.1263
피자마루 천호점,211906.3716,448441.7881
감악산참숯불생소금구이,213541.9798,450929.1479
참존숯불바베큐,211545.6332,448980.3213
치토스,212047.665,448989.5883
오늘와인한잔,211065.2009,448481.5123
꾸러기분식,211819.158,448859.0686
아담,211758.6426,447867.9599
배부르고행복한집,214255.2204,450941.8793
명일샤브샤브칼국수,212661.679,450229.6303
김밥세계,212232.1445,448895.1744
전주콩뿌리콩나물국밥,211908.7657,448333.5403
여왕벌,211999.1444,449691.2365
친구네,212337.8188,448245.9256
그루터기,211057.4644,448931.0165
꼼장어집,212068.5306,448392.3934
종로김밥,212812.9581,449385.8225
양촌리,211813.8397,448078.5482
매코미 명태조림,210865.6497,447353.1948
빌리언박스 강동명일,212682.8577,449760.5774
포천빈대떡,212680.9037,448720.8104
바로한 국수,213166.589,447671.1338
쭈꾸쭈꾸 쭈꾸미,211091.9485,448314.8136
만리장성,211111.2411,449686.4988
진수성찬,212969.4278,448696.1167
휘스펍,211905.7443,447359.749
(주)이마트천호점수산코너,211025.925,448495.1892
원조왕족발보쌈,211604.4511,449569.366
신라비빔밥 샤브칼국수,211754.8482,446939.6089
토담골,212388.5275,448426.8378
치킨쇼,212299.7135,447772.9702
강동우동가게(원조분식),211837.2122,448272.5949
JPK푸드,211054.5293,447815.1104
고집,211096.9525,448450.5758
자유공간,212360.4092,448413.7287
치어스,211742.8351,446943.3949
커핀그루나루천호공원점,211016.7442,449029.3595
왔노라,211261.6973,448949.6489
두꺼비,211921.1438,447928.2589
아빠가 만든 스파게티,212883.772,449739.2376
느낌,211460.4095,447280.1204
명가호프치킨,211290.2297,448191.6708
모곡영양탕,211529.1085,449146.3644
춘향이네남원추어탕,211029.2871,448623.4717
갯마루,211946.2107,447923.2963
명륜진사갈비 강동역점,211714.913,447939.5027
윤화돈까스점,212658.4401,448013.8137
풍년상회,211961.8595,447545.3087
원조할머니보쌈왕족발 상일동본점,215114.4701,449759.1573
설옥쌈밥,211294.6252,449857.4849
팔광퓨전,211107.0191,448284.1122
숯불바베큐꼬레아,211595.8664,449414.798
미소분식,210823.2562,447634.802
이모네김밥집,212828.3161,450633.4246
장치봉의 맵꼬만 명태찜,211812.6104,449976.2813
미소야,212845.8768,449772.4771
깜꼬치킨 둔촌직영점,211705.1427,447313.3298
린찐,211476.8501,446844.2234
오븐마루 명일점,212553.3933,449921.0528
매란국죽,212349.5262,447993.1139
참맛분식,213115.1295,448395.5666
길손식당,211833.1185,447960.1121
김대욱 명일술집,212845.8768,449772.4771
고흥자연산바다장어전문점,212031.9419,447862.3131
왕짜장,211619.7047,449870.178
우리집피자돈치킨,212618.6458,448983.9484
해적짬뽕,212228.6996,449259.5525
청조다도해수산,211781.2783,447033.5226
카페더엘가,212823.8218,449422.1226
닐리비스트로,213582.0432,450060.2734
마드레,213408.7478,448334.5698
채선당,210707.3353,447221.0299
틈새라면천호점,211156.2368,448427.4288
맛굼터,210952.1835,447337.7281
대원왕족발,211692.1946,446959.1813
남도회관,212845.8768,449772.4771
홍어,212236.9627,448785.2473
푸주옥,211401.2265,446849.5125
북경반점,213607.0806,450119.1683
비어페스타,211212.4923,448649.5502
헹가레,212532.765,448093.7519
서울생돈까스,211850.6777,449869.7032
투다리,212995.0978,448701.0937
씬돼렐라,210907.701,447346.1287
소문난아구찜,211148.1444,447895.4291
한우리,212630.1312,448722.5243
홍짜장,212409.7401,448471.1542
종로빈대떡,212559.8261,450031.9374
굴이야기굴국밥,212459.946,449108.8272
명일아구찜,212845.8768,449772.4771
참치애난,211170.7098,448188.9441
3692숯불바베큐전문점,211109.8593,447009.221
글루와식당,213183.6786,448291.9205
깨돌이김밥,211239.4693,448656.0873
홍어야놀자,212714.7269,448193.3922
어?!쭈꾸미,212724.6259,449167.0031
고리(GORI),211082.0039,448320.9929
등갈비달인 3호점,211098.2011,448235.6619
황토추어탕,211300.4051,446986.4446
에이스,212140.0884,448486.5807
산오징어,211901.3034,447344.5455
청진동해장국,212421.551,448702.9757
고덕옛날손짜장,213606.595,450993.4791
청정어수산,212638.9616,449574.2907
암사호프포차,211341.695,450024.6611
황금족발,211919.1,450303.5651
명태어장,211750.8962,448202.6325
토성골,210682.8384,448852.2225
본죽 강동성심병원점,211840.9542,448338.6852
한스델리,211206.0394,448624.5224
육해공포차,212460.9223,448851.4507
방죽골순대국,212420.1195,449614.2674
김밥천국,211840.9542,448338.6852
누구나홀딱반한닭 길동역점,212172.8285,448321.3302
알Call,212355.2132,448304.189
셀프하우스,210694.9893,447815.9863
다래성,211289.4418,448935.9924
보릿골강동점,213387.9854,448336.9673
광어2마리 18000원,212248.7859,448106.6764
중부식당,212111.3368,448059.842
드루니,211605.3041,447773.8848
치킨주막(강동구청점),211122.4156,447225.1188
한강유황오리,211473.6868,449196.84
고추장구이,211617.0774,449530.2451
선사복집,211277.4474,450133.7536
장모님해장국,212051.6557,449749.313
저팔게소곱생,211091.8275,449545.7164
옛날짜장,211052.6385,449343.312
장터순대국,212205.3242,448170.0962
남몌술집,211236.7138,448594.5369
새섬오징어,211704.0178,446928.6821
오육칠,212523.7605,448603.9112
이조식당,211604.2594,449173.5852
강동유황오리주물럭,211361.3649,449536.8093
긴자 올림픽점,211525.8323,446779.4894
양지,211266.4787,448675.5203
다래성,210873.4069,447624.032
착한낙지,213039.8105,447231.8801
힐링차이나,211752.7649,448373.259
할머니식당,212374.8807,448553.1237
민호프,212047.2405,449011.7557
조아치킨,211332.2537,450002.422
청진동해장국,211772.9494,448914.7569
코지펍(COZY pub),211086.7937,448277.4011
풍금밥상,212610.1834,447889.4425
예목,212136.5484,448474.1425
청국장과 보리밥(강동점),213216.6284,447942.8816
후아닝,210815.3427,447875.6209
암사곱창,211398.0023,450149.4709
홀리핸즈커피천호점,211067.8894,448359.7137
치킨플러스(천호점),210735.8048,448680.815
생각나니가아끔,213304.2076,451010.5855
가야촌유황오리,211801.7072,447212.5147
담소사골순대 굽은다리역점,212556.0894,449156.4442
족발선생,211129.6148,448575.8074
진도식당,210794.6992,448585.4085
또래오래 천호점,211046.6276,449373.17
오손도손 연탄 화덕구이,215183.8825,449814.1483
본죽(둔촌동점),211807.6098,446894.68
오떡,211121.7269,448541.8764
탑스치킨,211660.4885,449403.9599
돈삼식당,211579.7393,449582.0995
훼밀리 김밥,211199.5075,449696.1764
둔촌동은혜곱창,211692.1946,446959.1813
가장맛있는족발,212715.7745,449389.1083
김밥천국,211863.9961,447092.251
투다리,212720.8167,449512.7236
어리목,211568.4523,447678.6631
도쿄어시장,211661.0701,447164.5176
둥지오리전문점,211868.8928,449847.67
신소녀낙지세상,211142.1752,448314.8772
본죽명일역점,212681.625,449827.1015
왕십리곱창,212704.697,449737.0534
천하일미,211775.8828,446940.6088
본가 신의주 찹쌀순대,211558.8191,447536.9821
함흥본가면옥,212203.4667,447906.2486
(목우촌)봄이네 삼겹살,211048.2555,447235.0778
둔촌돼지집,211807.2974,447075.2912
안남미가,211753.9796,446844.0051
만냥식당,211906.3716,448441.7881
주뎅,211756.3828,446990.0546
다락,211858.0595,447926.663
스시마에,210940.0333,447410.5474
사바사바치킨,211315.349,450007.2624
와카노키친,211576.4451,449951.1232
석봉토스트,211809.1449,448217.0539
기발한식당,212213.0444,448846.2183
한방삼계탕,212670.4447,449336.1364
봉구스 밥버거,211775.8828,446940.6088
전원숯불바베큐,212172.8285,448321.3302
펀비어킹홈딜리버리,211271.1788,449926.3363
생고기와가마솥순대국,211682.1097,447902.3885
미가성,212344.8723,447791.7748
펀비어킹 천호공원점,211084.5651,449275.5929
24시해장국,210733.1277,448880.8302
김밥천국,212793.8371,449793.1962
이태원삼겹,211775.8828,446940.6088
길동시장낙지마당,212513.114,448366.5647
바삭돈까스,211454.3658,449874.7756
명가 생생동태탕,211728.8229,449469.5214
베테랑김밥,212788.3104,448256.0906
김선생 조개찜,211792.3342,446995.7351
광성소머리국밥,212414.1225,447817.5561
옛날보리밥,211264.2947,449826.9053
치킨다오,211738.4582,448444.9988
만게츠,211084.0238,448545.4293
먹태아저씨,212439.0895,449860.0224
이태리 부대찌개(암사역점),211089.9378,449764.8688
손으로칼국수,212455.6774,447442.1585
포몬스천호점,211055.0016,447336.664
(주)샤브플러스,210987.8088,448479.4882
죠샌드위치&커피,210920.065,447114.9353
회전포차,211005.5926,449849.4878
순이네닭한마리빈대떡,212218.2556,448406.8798
스키마야,211117.3406,448476.2261
가빈각,211635.4247,449519.9936
동대문야채곱창,210946.3824,447845.7801
굴사냥,212600.9853,450001.8264
국수나무 굽은다리역점,212672.1592,449388.4255
신흥토종한우부속셀프식당,211971.0551,448600.117
풍뎅이,212832.7352,448297.77
맥그릴치킨,212406.1673,449415.3037
통이네,214889.8237,450677.3364
안가네등갈비,212368.6984,448351.2912
참치락,210744.8155,447427.035
국가대표,211753.9796,446844.0051
주양바로돈까스,212624.8914,448937.8114
한우암소마을정육식당,210690.9534,447502.9148
아남분식,212828.3161,450633.4246
스톤비어,212172.8285,448321.3302
삼끼막창,210921.3487,448966.6792
숯과닭발,211635.4247,449519.9936
포크포크,211775.8828,446940.6088
헹가래,211970.5339,447568.3962
수작카츠 명일,212793.8371,449793.1962
구룡포항,211797.4526,447012.9907
양선지 해장국,211038.6184,449294.6596
오늘손칼국수@찜,211827.7216,447441.1281
서오릉피자,212251.6035,448345.7274
전통춘천닭갈비,211802.1819,447975.3208
감미옥,212374.8807,448553.1237
집밥 & 소금구이,212442.4893,448790.6214
어머나,213326.5274,450879.1057
신용정육점로스구이,211252.4148,449200.0806
토속칼국수,212267.2455,448435.7851
부부곱창,212673.2153,448333.1928
백년손님서서갈비,211015.8484,448192.2505
먹거리식당,211672.8107,447750.3443
신흥생고기,211838.3543,447195.6768
피자스쿨,211064.7925,448284.0265
한솥 둔촌역점,211766.0556,446907.632
고려왕족발,212609.9213,449175.1584
또또와칼국수,210964.4605,449250.6938
하루네끼,211071.4894,447715.6689
자라봉순대국,211919.5953,449597.1022
비틀즈,212241.5992,448298.4594
소문난왕족발,211180.5991,447904.2539
서울그랜드 외식사업,211758.1388,447938.7952
가평식당,212549.7355,448355.7734
친정엄마 분식백화점,211408.5197,447589.7062
나주곰탕(픽미픽미아이스),212058.1016,447981.7342
1번지식당,210845.8448,448679.3826
향원,214100.7931,451174.8525
암사점 하남돼지집,211273.8049,450120.967
해남땅끝,211080.9247,448665.2026
본죽(천호로데오점),211148.7084,448411.9523
유가네닭갈비,211179.6745,448556.7848
소문난순대국,212677.1253,448657.0076
페리카나,210945.5287,447291.9488
술 좋은날,211069.4457,448556.0508
크~최고맛난치킨,210946.5897,447824.9259
유메,210694.9893,447815.9863
후라이드 참 잘하는 집,211846.1067,449286.9047
민성막국수,212588.318,448994.8652
미도한식,211859.8032,448599.5557
왕대포&오늘통닭 천호점,210575.5415,448896.6287
고덕해장국,214849.2684,450827.2315
틈새라면 둔촌점,211751.3577,446748.4933
연우네숯불갈비,212734.2228,448945.8944
대패상회,210894.1604,448232.9405
큰마루쌈밥,213620.6833,450050.9095
푸지미,211135.6071,448223.8895
소문난토종순대국,212516.4728,448133.3065
탕탕,212325.5824,448153.1963
뚝배기,212019.4455,447558.9302
미로,212085.9545,447934.546
시찌린,213698.0074,449979.2441
천호 닭곰탕,211270.384,449196.0611
권참치,211766.0556,446907.632
럭키롱브런치,211593.0296,449010.2887
원할머니보쌈족발&박가부대 암사점,211333.6599,450146.9411
김밥천국,211168.2089,449750.6937
신가네 해물닭갈비,211042.6645,448603.5198
큰맘 할매순대국,211238.6611,448150.5958
용범이네인계동껍데기암사점,211020.3324,449847.0658
또래오래 강동성내점,211389.7558,447005.528
아라마크(주)강동경희대병원장례식장,213839.3562,450118.2617
우리동네참치정육점,211282.63,449815.3331
우도리정육식당,211838.3543,447195.6768
암사떡볶이,211393.9782,450040.0149
알콜,211728.3737,449368.9241
썬더치킨,212051.6557,449749.313
호야커피,211773.1429,446778.592
중앙식당,210924.9262,448237.7719
소쿡 한마리 정육식당,211154.2793,449772.0433
전주식당,210978.8646,449580.1086
백암토종순대,211632.1093,447082.7017
두마리찜닭 두찜 강동성내점,211716.7313,446924.6137
싸다김밥(암사역점),211216.3591,449919.9804
토속한방삼계탕,212239.0061,447913.718
첨밀밀 양꼬치,215084.9594,449805.0688
전주생막걸리,212074.3465,448820.7637
금희네꼬치구이,210871.9758,448231.5824
술좋은날,212172.8285,448321.3302
예솔전주비빔밥,211055.4862,448786.6974
한방복돼지,211758.1388,447938.7952
감성호프,212643.8292,447499.6533
장원보쌈족발,211097.2065,448699.1065
왕십리왕곱창,212715.7745,449389.1083
더꼬치,212325.4803,448282.7698
인정원,212312.8453,447902.4496
개성한가손만두,211398.0023,450149.4709
강동커피호프,211539.9292,448911.201
암사민물매운탕,211606.7079,449534.8683
치킨매니아강동점,211532.3537,448182.5885
조개구이클럽 깔레,211280.5692,448688.9396
유경식당,212617.6438,448550.8625
봉이막국수,211425.5028,449166.181
지젤,212085.9545,447934.546
제주아줌마집,211876.0947,447257.0107
이모네감자탕,211660.4885,449403.9599
교촌치킨 길동역점,212172.8829,448356.9303
쿠킹팩토리 둔촌점,212142.2241,447568.0721
말로만호프집,213647.5512,450915.6128
우양우,211193.7201,448182.6564
개수리막국수 암사점,211138.9085,449648.9201
섣받탕쭈꾸미(본점),212533.0388,449370.5687
맛닭꼬천호점,211286.8674,448670.4459
서박사 한우한돈 정육식당,212608.8469,447917.8481
장터순대국,212556.5576,448301.4441
멍석갈비,214889.0279,450694.3023
장터 순대국 감자탕,210744.8155,447427.035
고석정2층,210649.9348,447521.5765
호치킨하우스,213607.0806,450119.1683
비비큐,211791.8912,448500.5572
육식가,211466.8855,450264.2764
상일아구찜탕,214986.9832,449341.1146
종로빈대떡,210630.2094,447629.1373
삼삼막창1994 천호점,211078.3234,448580.7277
뽕신,211118.4908,448458.1345
진 커피호프,212807.4343,449768.2857
놀부부대찌개 고덕역점,213672.6598,450127.0381
별미손칼국수,211384.7346,447598.0734
남도아구찜,211985.4935,447866.6079
본다이닝,211310.4472,450249.7501
퍼플육회,211250.0754,448604.6557
오늘은이층,210825.3806,447358.4069
감성포차,211228.338,449705.7456
조일식당,212127.7958,449770.9349
풍자네부엌,211863.9961,447092.251
맛닭꼬(보훈병원점),212577.0408,447411.8261
영광굴비식당,210930.0951,447393.2112
토담,211373.307,450065.3703
한우곱창 곱사모,212299.7135,447772.9702
엄마밥집,213541.9798,450929.1479
맛나일식,212437.9862,448948.4042
김밥마을,211997.3743,447998.8142
한집포차,211315.0206,448653.9033
스시혼,212793.8371,449793.1962
대박칡냉면,210924.9262,448237.7719
가야,212047.8181,447679.4974
역전할머니맥주 길동점,212124.087,448310.2508
행복한식탁,211597.4002,449956.2976
은혜집밥,212731.7357,449580.9628
옐로우코코넛,211667.3931,446966.4542
진정한족발,211067.8499,448212.9341
고고스빨간오뎅,212538.269,448435.5625
호남식당,211613.7428,447862.6035
본죽&비빔밥(굽은다리역점),212672.1592,449388.4255
유은자(眞)참숯과닭발,215112.5872,449633.2305
밥&죽,211901.2456,448311.1957
옛날 밥상,212643.3944,449283.9717
서울식당,211670.1438,449370.6123
사계절잔치집,212763.9755,447935.5176
참나무본가 천호본점,210970.3671,449058.5548
삼대냉면명일점,212892.7998,449796.6184
맛있는닭한마리,211858.0595,447926.663
무창포쭈꾸미,212672.2028,447301.6393
좋은날 멸치국수,211753.2204,449490.2984
뭉치네국수전문점,212547.2905,447399.4905
맥주하우스,211997.3743,447998.8142
내사랑닭발,211886.6924,447316.4816
BHC 천호점,211810.8969,449360.7626
개성만두,213445.8515,450943.3096
키아네,212531.5377,448361.1557
감탄 명일점,212793.8371,449793.1962
중경해선 훠궈,211081.9902,448292.0439
한남동 그집,211130.0504,448586.6963
지호한방삼계탕,211287.5409,450163.9279
초이스커피숍,211020.3324,449847.0658
임꺽정민물장어,211890.8609,447422.1568
난바우동 천호점,212416.3343,449042.6433
바다본가,211303.9305,447040.1997
장원보쌈,212662.8371,447963.9121
조게찜터,211441.388,450211.4533
영애호프,211970.5339,447568.3962
힐링호프,210849.5636,447790.615
미친족발,212633.3123,448642.5483
119닭발,211436.2082,449203.0156
와사비,213672.6598,450127.0381
동막골빈대떡,211211.3108,447658.5166
신가네약초백숙,212580.711,449527.2573
솔향기,210723.094,448846.1536
스시유,211691.5081,447184.1193
개나리아구찜 강동점,212077.6076,449777.6502
명성홍두깨칼국수,212534.159,448112.1038
프랭크버거 강동역점,211901.2456,448311.1957
돈가네옛날김치돼지찌개,211303.9305,447040.1997
남도향백반,211640.5769,447104.4577
별미아구찜,211307.7583,448241.3633
둔촌정육식당,211890.8428,447330.3791
본죽(천호초교점),211797.3119,449352.5278
미식가박스,212624.8914,448937.8114
화로와갈비,212081.0199,448209.1248
큰손칼국수,212654.3042,449518.6285
청담치킨,211082.0982,449739.7199
길동우동집(천호점),211115.9054,448701.7423
독도쭈꾸미2,211107.391,448300.4881
고기감성,211248.4851,448593.6415
명일호프,212684.8438,449490.354
포차포차,212744.9531,449389.0718
불닭발,212932.908,448832.7855
네네치킨,212279.1887,448131.6381
고덕명가돈까스,213598.5982,450884.8135
육대장 강동성심병원점,211904.8935,448322.1383
쌍둥이집,211763.5237,449452.122
고우리수산,212081.0199,448209.1248
꼬마노리터,211156.2368,448427.4288
더 상추(the 상추),212624.5914,449307.4323
한국 통닭,211079.8231,448481.3029
네네치킨,211182.0462,448185.692
신당동곱창,211708.2598,448898.6259
고향맛,211725.0624,448066.2312
둘둘치킨,210760.3838,447862.6253
길동닭발,212355.4279,448272.6074
연하,211785.3329,449472.3172
짝태 & 노가리,211110.487,448541.1625
별곱창 이야기,212081.0199,448209.1248
행복한밥상,211268.7152,449474.9924
BBQ치킨,211983.5958,449626.7405
진칼국수,212184.3722,449792.0508
산성식당,212871.5898,447134.1832
원조 대구뽈테기 전문,211951.3596,447511.8411
옛날식당,211824.9445,449979.0768
모나코,211401.3299,449681.161
홍어사랑,211786.4947,448918.267
피자아울렛,212349.0252,448833.6974
시영 맛나 김밥,215193.3971,449753.9278
찬스호프,212068.3136,449731.8881
또올레 묵은지찌개손칼국수,212043.6852,449756.584
당산오돌 길동점,212025.7137,448227.3781
술이오,211150.1475,449821.117
바니커피호프,212651.7644,449613.4838
고향산천,210835.7999,448888.6362
육회지존,211753.7307,447391.4408
초밥집 스시송,212065.1979,448156.6512
푸드그룹참한(주),212555.3896,447299.6758
제주 탐하리,212349.1879,448735.0725
옥산가 한식부폐,211154.188,448580.8895
먹거리장터,213484.8371,450948.1598
우담소,211008.3539,448793.5313
목포식당,211191.4919,449012.5361
서울면옥,213676.3191,450194.8557
카페스타,211216.6195,448559.2985
bhc 천호역점,211032.9951,448217.1768
도원한우,212750.0914,447129.0797
완희 춘천닭갈비,212299.7135,447772.9702
순이네,211238.6611,448150.5958
빛고을 두루치기,212273.473,447819.3591
우당,211355.2384,450226.3805
천호집,211743.5181,449463.5344
포장마차,211763.5237,449452.122
씨네일레븐유통,211008.0193,448270.5004
송가네 숯불갈비,211336.3324,449222.1172
맨날술이야,211986.9149,448201.8416
옥돌구이 생삽겹살,213335.0068,450760.6733
본죽 암사롯데팰리스점,212366.8406,450251.7588
장충동 한방족발,211223.8238,447909.8272
사쿠라,210893.7187,447320.4315
고향식당,211341.695,450024.6611
전통,211728.1688,447977.3911
대가코다리,211012.8559,448582.8867
보드람치킨암사점,211216.3591,449919.9804
코스닥호프,212031.9419,447862.3131
마구로참치,211743.5181,449463.5344
군산아구찜탕,213647.5512,450915.6128
분홍다이닝,211218.9573,448493.1453
그림커피호프,212609.9213,449175.1584
마당식당,211896.2933,449619.733
엄마손만두,210931.0052,448917.6226
차고집냉면,212656.6403,448972.6611
철판살롱,210984.4722,448201.973
딜,212969.4278,448696.1167
블랙,211792.3342,446995.7351
혜성커피숍,212260.1431,448748.3478
천하일미감자탕,211352.5128,447007.8093
낭만치맥 천호광나루점,210858.3291,449304.6162
강동KD부대찌게 나눔터,210831.4975,448254.6897
짬뽕바이브,210845.8243,448775.0905
아벡데 프리츠,212086.6548,448285.7444
시월애,211767.3622,446889.1284
오늘도 넌 곱대,211277.4474,450133.7536
신의주찹쌀순대고덕역점,213609.0271,450016.0073
토마토,213672.6598,450127.0381
치킨학교,211945.3379,447357.5901
유진호프,211771.6296,448355.483
태자네식당,211874.4202,449893.1848
수제두붓집,211129.8689,449789.7795
생각대로 고덕상일지사,215193.3971,449753.9278
카레식당 이토야 암사동직영점,211103.9437,449661.0119
명진커피호프,211498.3022,448901.1819
두꺼비 식당,212643.8292,447499.6533
명동찌개마을,211173.7732,448527.5383
두찜 강동길동점,212421.2628,448363.9769
참치향기,215151.434,449765.3472
동대문엽기떡볶이,212873.9667,449800.6068
화로구이,211758.1388,447938.7952
천호해장국,210993.8525,448947.1047
호남아제,211416.5906,449730.5827
리틀 차이나,210950.5497,448992.978
멕시칸치킨 강동점,210669.7225,447616.7784
굽네치킨(명일점),212745.1269,449488.539
유진커피호프,211066.1736,449699.3404
맛조아,210871.2937,448421.0925
도시락yea!,211195.3741,448996.2987
청정바다,211170.4516,447847.0712
운삐아또,212812.9581,449385.8225
길동치킨맨,212556.5576,448301.4441
목화,211928.9916,449556.6441
노군꼬치,211139.1855,448202.1316
청계천식당,211503.8051,448920.7469
천호1동점 굽네치킨,211947.5934,449364.5708
네네치킨암사2점,212089.2111,450208.1157
고향집,211400.6434,447826.7326
델리푸드,211492.7219,447700.0549
작곡가라이브까페,212462.9654,447714.039
광화문 물레방아,212620.5212,449897.8644
이모네 밥집,211592.4894,448972.2063
방주골 The 구이,213751.226,450991.0317
사랑분식,213048.6922,450124.1057
보림장,212114.4334,447600.6964
행복식당,211773.3312,448904.4224
명일탄,212553.3933,449921.0528
중앙생돈까스,211492.7219,447700.0549
궁전,211915.8877,447415.1737
메가엠지씨커피 길동초점,212844.9848,448347.7149
창,212314.3942,448529.428
지도리치킨,211240.0481,448094.6292
차돌삼합마당,211707.7153,446680.3035
화닭화닭,211621.1293,449965.6523
왕대박포장마차,211188.5895,447837.8124
홍매,211046.689,449826.0795
한방숯불바베큐,212689.0214,449945.0656
산장가든,213051.7143,447806.9105
동남스프링,213072.7203,447815.755
암사곱창,211282.63,449815.3331
Rui 루이,211225.7156,450159.6226
전주남문토종순대국 둔촌점,212646.307,447955.1532
오태식해바라기치킨 길동점,212081.0199,448209.1248
황실짜장,211150.1475,449821.117
스시야미,211242.2172,448604.5536
어무이,211964.7916,447994.3667
길커피호프,211890.3346,449988.7533
임태연닭발,211845.6408,447289.2494
피짜이올라,212861.2352,449567.2512
네네치킨,211071.299,448914.364
성자네 면이야기,211442.5825,448866.7255
길동점 한신포차,212025.7137,448227.3781
핫떡,211290.0831,449773.2884
와글와글별난양평해장국,211281.4635,448635.363
빨간꼼장어,211860.3881,447405.169
암사3동점 굽네치킨,212224.4246,450002.8931
호식이두마리치킨(성내점),211509.6677,447302.4092
또바기치킨길동점,212421.2628,448363.9769
피노키오,211336.1725,448556.7945
힐호프(HILL HOF),211542.3141,448273.1141
금마루,210892.2676,448400.0286
굽네치킨 성내2동점,211238.6611,448150.5958
짜장열차,211896.2933,449619.733
본죽(암사역점),211266.2567,449714.4249
굽네치킨(상일점),215112.2209,449773.5296
고려왕족발,211374.4443,449952.2445
한솥도시락,211839.7035,448292.8704
피자마루 성내점,211209.1389,447698.3419
시골식당,211476.2711,448929.5778
건프리,212355.4279,448272.6074
성내포차,211337.6425,447848.9369
우리마을,212105.9783,448486.5638
동대문엽기떡볶이,212409.7401,448471.1542
산골순대국,215257.0679,452096.8013
호치킨하우스,211204.5455,448175.8274
치킨매니아(굽은다리역점),212672.1592,449388.4255
조선감저,213671.0456,450099.1917
연아분식,211735.9455,448901.6103
미소야 강동점,211901.2456,448311.1957
양철북강동구청점,211127.4704,447294.8729
김밥천국,212467.4341,449047.6815
이찌방 이야기,212011.0678,448166.5525
美食美客(미식미객),211906.3716,448441.7881
새벽네시,211005.5926,449849.4878
유메,212304.1512,448071.6358
부자집 밥상,211260.203,449774.5726
나주관,211571.7137,446893.3372
명일호프,212579.7207,449900.9066
탑스치킨,211765.0373,448359.1838
미방,212081.0199,448209.1248
토담골 멸치국수,212137.9755,448591.8224
팔오수산,211069.9845,449822.2049
뷔페 미도리,214279.2926,451158.5597
갈비병장,211966.5301,448450.1663
본도시락길동점,212304.1512,448071.6358
삼락생고기,212701.2085,448876.4685
(주)한농푸드시스템 강동점,211942.6838,448219.728
일미리금계찜닭,211032.9951,448217.1768
마포갈비,212840.107,448330.3127
홍가네,211392.4162,448826.3093
펀비어킹,210991.2695,448217.1503
백두산한방왕족발,211360.6471,449924.3693
