사업장명,좌표정보(X),좌표정보(Y)
해왕 조개전문,211851.0819,447242.3958
치킨&피자,211235.6363,449475.2306
준스피자,212921.0961,448633.774
달빛사랑채,212533.0388,449370.5687
조종골 순대국감자탕,215131.2413,449635.6703
암사족발,210985.1673,449857.7387
노랑통닭 명일점,212967.3269,449677.1592
정가네순대국,211851.0819,447242.3958
영지네보쌈,212694.8432,447298.6611
쪼아쪼아,211997.3743,447998.8142
와고참숯갈비,211093.1508,448593.8118
포메인 고덕점,213698.0074,449979.2441
한우소머리국밥,212677.1253,448657.0076
명인만두강동구청점,210732.6097,447594.7578
미스박떡볶이,212654.67,448618.1797
선가커피호프,212140.0884,448486.5807
행복해(海),212745.1671,449421.9566
현대커피호프,211878.1701,449549.1995
전주식당,212065.1979,448156.6512
신사골감자탕 둔촌점,211735.1679,447515.0657
이디야 굽은다리역점,212467.4341,449047.6815
모던바,211121.7269,448541.8764
짜짜루짜장나라,211109.7066,449540.5016
화이트엔젤,211154.188,448580.8895
공릉동 멸치국수,211223.7399,449560.5575
대아한우정육식당,211209.1756,447986.5405
엄마솜씨,212416.3343,449042.6433
객주,211544.3907,449569.3078
탄다 타,211838.3543,447195.6768
여수동치즈갈매기 천호점,211382.1498,448597.5085
왕비성,211854.1069,447051.5986
군선생,212081.0199,448209.1248
비에이치씨(BHC)치킨(성내점),211734.8581,447904.6638
피자마루(둔촌점),212714.6961,448035.5862
마부 마라탕,211086.7937,448277.4011
대감보쌈,212114.4334,447600.6964
고수라김밥,212299.0119,448285.7086
뮬(MUL),212606.7422,449898.9812
씨어터웨딩프라하,211750.8962,448202.6325
카페 애프리캇 살구(Cafe Africot),211645.7853,446796.0488
지리산,211382.7042,449603.2214
돌판위에곱창,211706.6964,449389.4522
천호역로데오점 백다방,211132.0543,448553.3593
천호3동점 굽네치킨,211494.4541,448831.5211
마실주점,212791.2598,448929.0652
싸이언,212194.3874,448456.0289
청주식당,211407.7723,448846.1094
떡갈비연구소 강동점,211996.2003,448413.6296
욱이네,211786.6503,449401.0437
천호커피호프,210968.1623,448881.7624
생선구이,211235.6363,449475.2306
또래오래치킨 강일점,215728.4978,451415.2398
옹끌,211245.5606,448612.3971
전주전집,211876.0947,447257.0107
헬로피쉬 암사점,211334.3863,449613.8061
더두툼생고기,215132.0068,449851.7307
그램그램(둔촌역점),211808.9763,447454.5713
마천아구,212672.1592,449388.4255
고향보리밥,211418.7881,449821.7715
88켄터키 치킨,212844.3862,448259.9293
양지치킨,211261.1693,448630.5958
녹두장군3,211239.4756,448571.8999
커피향기,210984.0193,448237.3505
다락,212500.4139,449885.7097
하루엔소쿠 길동점,212409.7401,448471.1542
오키오키국물떡볶이n냉면,211701.8883,447082.0373
가리미 김밥,212362.9705,448023.0294
또바기치킨호프,211584.3635,448024.8347
허수아비,212334.9585,450346.7907
인생닭강정 강동롯데캐슬점,212334.9585,450346.7907
씨어터웨딩프라하,211750.8962,448202.6325
또봉이 통닭 고덕1동점,213537.8159,450867.043
친구네,211734.0409,447072.7685
포스타둔촌점,212643.5486,447980.114
초콜렛,212194.3874,448456.0289
59피자,212744.9531,449389.0718
오목이네,211402.777,448574.5648
암사곱창,211116.4747,449766.9207
도도참치,212598.9347,449304.9748
대구마루 생막창,210742.9345,448650.1645
커핀그루나루(굽은다리점),212560.2736,449402.9161
부자국수 부자냉면,212677.1253,448657.0076
미도식당,211312.5272,449728.2135
아지네포차(순수치킨길동점),212700.8924,449153.245
종로빈대떡(길동점),212081.0199,448209.1248
알뚝,212065.1979,448156.6512
쭈꾸미포차,211093.2007,448301.8824
전보다맛있는집,211363.0065,448941.5639
매머드 익스프레스 천호점,210995.185,448585.0372
수향,211127.7424,447924.0261
피자엠소마 강동점,212568.9363,448910.2264
계절식당,211400.3532,448734.3119
정(情)식당,213674.4934,450160.9367
청록,211419.4344,448751.5129
앗싸포차,211650.6201,449544.2433
곱분이곱창,212355.4279,448272.6074
맛깔참죽,212334.9585,450346.7907
통닭사랑,211179.3802,449108.4435
생생풍천장어,215163.2648,449788.7186
이쁜연어,210744.8155,447427.035
우렁각시,212054.5172,447962.2673
카레야상,211064.7925,448284.0265
놀부보쌈족발삼겹본능공수간 명일점,212611.2071,449958.9924
베프상회,212125.011,448412.6837
스카이,211475.7915,447315.9727
깡통곱창,211944.9033,447400.2332
우노한우곱창,212047.8411,447880.6027
쭈꾸쭈꾸 쭈꾸미,211091.9485,448314.8136
무진장 숯불화로구이,215134.1162,449620.5461
에덴식당,211541.4821,448904.3326
종로빈대떡,211386.5354,450013.0898
태양식당,210725.9318,448655.7171
2PM 레스토랑,211047.8787,450021.505
비비큐(BBQ) 둔촌시장점,211616.1334,447245.286
재성이네 코다리찜앤전골,212355.2132,448304.189
동구밖장작구이,212837.752,447153.1476
차이나송,212577.0408,447411.8261
강동식당,211484.6266,447458.2207
솥뚜껑삼겹살,210880.0981,449302.1803
마포소금구이,212874.348,448744.8795
먹거리집,210853.6907,447377.0171
신유림 닭볶음탕,212337.0118,448318.4779
농협안심한우마을길동사거리점,212183.0154,447847.0129
지도리치킨,212538.269,448435.5625
사미반점 천호로데오점,211118.4908,448458.1345
광모네 쭈꾸미,211955.5251,447962.5986
네네치킨 강일점,215661.2226,451725.9416
사이사이,211712.4293,448270.9577
영덕회직판장,211862.0253,447323.6738
두메막국수.능이백숙,215077.2147,449628.0972
쉼터먹거리,212690.951,449612.9966
멕시카나치킨 천호점,211605.7933,448636.6504
성내3동점 굽네치킨,211574.6273,447234.5902
교촌치킨길동1호점,212530.0721,448771.1856
바'오(Bar' O),211792.3342,446995.7351
이효재 만두,211707.7153,446680.3035
파파존스 고덕점,213585.5405,449651.8009
완도바다,212003.6224,448539.7057
양꼬치 호호양꼬치,211388.1864,449766.837
하남돼지집,212629.9798,450062.0702
강동짬뽕,212068.5306,448392.3934
지도리 치킨,212744.9531,449389.0718
대승식당,211912.2827,447248.1261
으뜸횟집,212556.9449,449079.272
하나참치,211886.9269,449945.7041
마마 Stay,211332.5599,449730.5881
다원,212560.1739,450004.7342
제이바(BAR),212255.2128,448125.6577
소백산 생고기전문,215289,451365
마음을담는우물,215129.8422,449761.2924
쭈신할매의전설,215379.1001,451691.5052
추억만들기,211912.2827,447248.1261
서울현대요양병원장례식장,211004.4667,448897.2375
제육폭식 길동점,212172.8285,448321.3302
홍짜장 둔촌점,211802.441,447030.3693
지도리치킨,211581.7505,448925.6681
암사 아나고 산꼼장어,211046.689,449826.0795
봉평산골메밀촌,212431.0149,449233.9898
마왕족발,211116.2157,448588.9134
어가,211714.0173,447982.8221
폴라리스,215174.6775,449713.3552
선 커피호프,211593.0296,449010.2887
청와삼대,211001.7389,448976.5401
미소야 명일점,213607.0806,450119.1683
참토우 상일점,215632.6905,449420.011
죠스떡볶이,212632.0443,449860.5868
오븐마루(상일점),215133.157,449742.0664
홀딱반할 떡볶이,215422.7461,450031.3892
미스사이공 배트남 쌀국수,215422.7461,450031.3892
피자굽는집,215044.9689,449687.8349
솔커피호프,212752.2497,449158.6218
오케이치킨성내점,210934.3744,447763.8301
청평숯불갈비,211763.0753,449300.918
삼대냉면,212677.7961,449179.8759
봉래면옥,212895.0765,448265.7549
탄탄대로,212549.0016,448778.6823
상희식당,215088.9748,449629.8692
가이토,212518.771,449989.0305
수라연,210558.0956,447311.9003
김가네상일점,215422.7461,450031.3892
방콕 그집,210839.0805,447350.8772
소담국시,211801.7375,448891.0988
박가네 찹쌀순대국,211364.731,450184.1875
바리스타곰,215166.1565,449641.2332
딥오리진&무지개(Deep origin&Muzidog),211513.9144,446984.7044
굽네치킨 강일동점,215289,451365
윌리엄커피,210748.1625,447821.6959
문어수육상회,215185.6282,449802.48
만남호프,211629.2125,448020.5438
지도리치킨,212424.0604,447789.56
진미한우곱창,212117.3823,448524.53
치킨집,212457.5775,449224.0224
옛날소머리국밥집,214145.9947,450968.7323
모락,211046.689,449826.0795
맛고을,211870.9434,447354.6257
카페비,213607.0806,450119.1683
중앙커피숍,211451.5983,449618.3411
다모아먹자집,211851.0819,447242.3958
몽땅족발,210990.9915,448666.1554
자담치킨,211425.5028,449166.181
카페이유,211473.3756,450190.3282
나무 하우스(치킨호프),211915.9439,447394.7586
더화덕,215008.5313,450016.1487
치킨마루 강일점,215243.1667,451524.1925
노가리앤비어,211966.6426,449986.1787
와와,212368.0782,449824.9986
미친호프케이에스에프시,211261.2309,447875.1476
오동도,211840.7606,447272.8018
미각식당,213456.8287,449634.1107
엄마 손맛 지짐이,211238.2922,448965.0138
교촌치킨 암사1호점,211268.7415,450103.1481
명태어장(강일점),215243.1667,451524.1925
한강허브대중탕식당,210970.7571,448713.3167
산수고원,213018.7926,447196.3595
황금성,211894.8546,449509.2168
예전지짐이,212009.6298,447895.3847
소뚜레,215073.5923,449400.3007
본죽(강동구청점),210641.1752,447579.1669
청년茶房,212405.2444,449332.3751
쭈꾸미도사,211111.843,448320.793
옹심이 칼국수,215195.8843,449734.106
코지(COZY),215179.9008,449678.2829
이삭토스트 강동성심병원점,211840.9542,448338.6852
온정담,211976.2515,447935.9223
얌샘분식,212442.7846,448493.5238
이모네왕냉면,212668.5431,449590.6476
비에이치씨(BHC)치킨,210978.8646,449580.1086
본죽 강일지구점,215289.8154,451519.404
한스시,212291.5837,448166.2533
성내회직판장,211223.8238,447909.8272
더 김치찌개,211751.3577,446748.4933
둔촌 참숯가마 사우나 구내식당,212577.0408,447411.8261
용궁회수산,211612.1164,449106.2611
촌국수,211810.8969,449360.7626
미교스시,211366.7674,450263.2408
작은깡통,212725.9682,448963.5662
딱한잔호프,212624.8914,448937.8114
봉메밀,213358.1172,448480.0793
서지멀순대국,212828.9762,448746.6855
용문칼국수,215166.5638,449665.2205
스시현,211100.5702,448260.9486
동명,212421.0343,449335.7645
토속다인,212614.6944,450000.8599
솔커피호프,211783.086,449333.4937
롤앤스시,213609.0271,450016.0073
궁전쌈밥,212624.8914,448937.8114
아게몽,212063.5616,447874.7844
회뜨는집,212672.8126,448707.8289
마포 진짜원조 최대포,211247.8865,448195.2873
장수해물탕,211362.352,448851.2888
단풍애 김밥,211807.6098,446894.68
패티앤빅왕돈가스,211784.7117,449389.094
옛날팥칼국수,212276.4014,448401.7779
천호구르메 별관,211261.6233,448644.1917
헤븐스키(Heaven's key),211218.9573,448493.1453
석쇠 생선구이집,211789.5441,448878.1857
장수,215147.3394,449791.657
피자스톰,211551.8522,449435.9442
마츠리 참치,212573.699,450003.7264
온도계,211107.0191,448284.1122
구스(Koo's) 돈까스,212914.0607,449721.5756
오크 장작구이,211279.1397,447674.1297
북촌손만두,211097.2065,448699.1065
명일원조닭발,212712.0173,449791.5624
아향,214840.0619,450773.6386
수유리 우동집,211151.2646,449884.8303
상일뚝방집,215183.5459,449602.0533
테이스터스 푸드,211982.7958,449285.4536
때지네,211737.9872,449321.5828
형네고기집,210875.4026,447967.6422
(신)본가닭발,211797.9465,448871.9626
천하일미,211223.8238,447909.8272
한솥도시락 강동아트센타앞점,213698.0074,449979.2441
안심한우(고덕역점),213607.0806,450119.1683
2.5 짜장,211238.6611,448150.5958
장안면옥,213678.1954,449379.4538
다다감자탕,212750.1729,449126.8908
양푼이찌게마을,212172.8285,448321.3302
부자족발 부자보쌈,211400.6434,447826.7326
해피도시락,212782.8769,449013.217
원조명동찌게마을,211838.3543,447195.6768
국수한그릇,212309.1507,449837.6423
맛집냉면 만두전골,211983.4756,447535.452
덕이네 밥상,212378.2567,447763.8797
명동찌개마을,210973.1393,447245.4163
더두툼 생고기 2호점,215143.6643,449818.0231
복바다김밥,211915.8877,447415.1737
토담골 멸치국수,212002.6994,450324.9659
풍천민물장어전문점,211827.0354,447008.5243
비어하베스터,215183.5459,449602.0533
피카소,215230.8994,449473.8389
카토멘 명일역점,212883.772,449739.2376
라메르,212136.5484,448474.1425
맛상상,211472.2955,447002.5955
토종 소돼지,215112.2209,449773.5296
마실,213582.0432,450060.2734
옛마당,211363.0065,448941.5639
광나루소곱창,215230.8994,449473.8389
호치킨하우스 둔촌점,212750.6875,447946.8065
닭강정 치킨,211339.9602,449827.7464
족발촌,211211.2054,448209.6393
풍년상회,211148.7677,448243.2009
동선미가,212009.5675,448511.8362
수유리 우동집,211316.2857,448641.0361
아이포,212609.8501,449822.9713
영근횟집,212504.0466,448445.5201
죠스떡볶이,211840.9542,448338.6852
소육옥,211810.9224,448948.728
피자마루,212589.4774,449209.8767
장수산 풍천민물장어,211191.8049,448322.8989
대구형제막창,211827.2351,446961.2717
미소카츠,215177.804,449643.0195
양선생,215172.1598,449626.1633
김밥천국,212933.0845,448682.9357
황금오리,212516.4728,448133.3065
월하,212172.8285,448321.3302
김여사네국수,211290.2297,448191.6708
인(in),211122.4156,447225.1188
한양 숯불갈비,211638.8669,447401.0063
해피토스트,212289.1244,447805.6758
깐부치킨,213582.0432,450060.2734
만선,211129.8689,449789.7795
정드린 치킨,211868.8928,449847.67
육쌈냉면 길동점,212299.0119,448285.7086
CLASSIC(클래식),211121.7269,448541.8764
목우촌 미소와돈 강동구청점,210690.5348,447522.002
소나타커피호프,211898.3816,449386.3378
오륙도,211224.6182,448033.3477
유로스타코리아,211763.2585,449977.5278
락,211541.4821,448904.3326
짬뽕지존(길동점),212255.2128,448125.6577
치킨을 사랑한 떡볶이 강동점,211827.0354,447008.5243
종하네식당,214787.0875,451111.2261
선남 Sea,211095.89,449802.1477
파스타(Pasta)130,211603.7339,446841.1608
떡볶이참잘하는집떡참 강동성내점,211408.5197,447589.7062
서울진우동덮밥,210732.6097,447594.7578
버브비,215181.4291,449666.5759
빽다방 (천호역 롯데점),211074.0128,448304.2835
가을,212620.5212,449897.8644
밥이랑술이랑,213495.6983,450957.8699
카페로드,212117.2069,448171.4004
장미호프,210819.6617,447803.2133
삼보,211218.4849,448964.7515
소희네지짐이,211358.9918,449722.8889
해피코코 천하일미,212402.4459,449042.5038
진짜광주순대콩나물,211251.0315,446997.7798
원조멸치국수,211509.6677,447302.4092
황기순의손칼국수강동구청점,210796.444,447563.5234
훌랄라참숯바베큐(상일1호점),215147.2723,449854.5008
용호관,211230.3335,448570.606
카페타셋,211401.0698,447023.5267
하나미치,210630.2094,447629.1373
원조순대국,211630.1574,447839.4513
대원식당,211466.8855,450264.2764
국시사랑,211595.1456,449927.5922
아썸(Awesome),211218.9068,450122.2908
왕실커피호프,211534.3082,448962.6716
바고,210981.5968,449282.0854
박리김밥,210825.7468,447588.0676
스모프,214294.247,450973.9965
가진항 정가네,212820.1395,448233.3244
미분당 길동점,212355.2132,448304.189
화구닭발,212127.7958,449770.9349
완자네콩가게,212426.8597,448492.2793
슈에뜨펌,211148.7084,448411.9523
까페뮤(cafe mew),211945.3379,447357.5901
수두가지이야기,211930.033,448964.7493
스시팡(상일점),215189.4516,449644.8018
도마족발,212549.7355,448355.7734
다락,211775.8828,446940.6088
차오차오(강일점),215400.5748,451707.4662
연가짬뽕,210688.3365,447402.8747
대박포차,212360.4092,448413.7287
의리치킨,212730.1893,448977.3887
BHC치킨,213537.3753,449651.4704
포로이 상일점,215197.3707,449724.2264
참맛깔,211323.7312,449681.4947
잇츠(EATS),211466.8855,450264.2764
은정이네 먹거리,212549.0016,448778.6823
동원,210924.2992,447272.4157
오마뎅 고덕역점,213545.4816,450269.2548
퓨전냉면.돈까스,211323.7834,447084.9398
바른맥주 성내점,211663.0456,447927.8398
돈 먹 소,215022.7317,450747.9475
영,211829.5206,449478.7352
우리두리푸드,211886.9269,449945.7041
그집,215100.7509,449631.6415
낭띠발아,211031.7975,449719.481
실내포장마차,211176.8141,449378.8124
묵호,210808.9807,447865.1847
교촌치킨(암사2호점),211836.1756,450310.1906
채선당(둔촌점),212714.6961,448035.5862
타쿠미,211863.9961,447092.251
소만,212375.137,449251.215
굽네치킨,214975.8627,451024.7383
강동포차,211637.2749,449551.1295
마시쭈,212362.1702,448328.9305
장홍규중화요리,211633.8031,449966.5181
바른맥주 암사점,211734.2115,449970.8638
요인요아웃,215178.1708,449689.9565
마약낙곱새 강동점,212230.8296,448552.1839
황셰프네 부엌,211403.6222,450172.6378
암사돼지집,211228.338,449705.7456
가인채 강동점,212501.3691,449282.3104
대아식당,215275.1196,451756.5664
갓돈,210764.6876,448669.3923
대박김밥,215164.873,449777.7296
콘서트,210918.8212,448868.161
생고기 꾸워꾸워,212349.3738,448466.1056
까페 아스노바,212413.2033,448582.135
현진이네 소문난빈대떡,212490.9622,447637.8104
봉구스밥버거,213537.3753,449651.4704
대박이네곱창,211879.9969,447292.2455
다리미삼겹살 천호점,211066.4926,448499.6212
상일동 287,215165.5584,449604.364
로얄커피숍,210910.0165,448080.2284
왕짬뽕,210892.1712,449297.739
참동부식당,211721.3642,447076.6917
명일맛집,212839.8988,449552.1938
명성커피호프,211470.5523,448803.3022
천호동꼼장어,211204.6785,448398.8606
양도령숯불민물장어,212399.5291,448826.5145
수리아,210987.6801,448208.7588
부리나케,210889.7348,447808.5227
아빠감자탕,211108.6173,448516.3098
The 식객,214926.2147,449294.5933
진참치랑연어,212666.6859,447320.6155
청도양꼬치,212362.1702,448328.9305
삼성웰스토리(주)헬스기빙365,215423.7646,449636.9642
토담한식뷔폐,211032.9951,448217.1768
b612favori,210632.3792,448880.9996
아름다운 제주돈,212549.6497,450068.9516
샤브퀸,210694.9893,447815.9863
홀릭커피,212881.9933,449709.9998
쌈촌명일점,213677.7122,450222.7291
자우리 불쭈꾸미,210837.441,447320.437
알랑가몰라 치킨호프,212627.3294,448760.3574
길동 볼링장,212269.2124,448196.2863
꼬꼬두마리 옛날쌀통닭,214934.9131,450737.4587
농부의 꿈,215188.9129,449781.0545
피자알볼로 명일암사점,212595.582,450259.4649
늘해랑,212279.4784,448169.9656
아지트 실내포차,212561.137,447394.5475
쿠우쿠우 천호점,211218.9573,448493.1453
전주한옥마을닭꼬치 강동점,211254.2213,449506.2129
수지네 식당 암사점,211070.4347,449750.7516
돈 비어 프라이드(돈 Beer Fried),215205.3123,449672.0706
암사면옥,211292.8766,449671.5078
단추,212300.7677,447800.1811
불닭발 동대문 엽기떡볶이,215142.8617,449637.6668
연풍민락,211218.9573,448493.1453
가정식당,210876.9622,448957.3981
도니도리곱창,212341.591,448333.8866
소문난이모네곱창,211152.9992,448231.9615
아라,212393.807,449511.4303
녹두장군 Ⅱ,211239.4756,448571.8999
별이네집,214906.2597,450678.2385
고엔돈까스앤드돈부리,210744.8155,447427.035
밥이 맛있는집,211471.1148,447139.47
러브빈,211434.9266,449658.3878
씨푸드 박스,210680.4956,448901.7112
명랑김밥,210907.8971,447312.7076
성식이네 매운닭발,212065.1979,448156.6512
돈푸대,212686.5247,448019.7153
메콩타이 고덕역점,213710.8025,450126.9985
동대문엽기떡볶이,211130.3178,448564.8969
착한고기집,212752.6547,448764.7599
예가족발,212191.2605,447873.981
천호 구르메,211109.0967,448258.9651
세하니허브닭강정,211614.3512,449564.7946
뜨락,215149.2882,449778.4761
장위동유성집 강동구청점,210708.4416,447525.3919
요리왕,211576.4451,449951.1232
온더무드,211116.1098,448577.9573
북경반점,211715.9179,449224.5989
오니오니,215211.5393,449634.1342
골드참치,212413.2033,448582.135
스시해,212594.9364,449598.2947
오늘은타코야끼,212087.3293,448854.7152
한국피자헛강동3호점,211917.8031,448478.1645
전주식당,213640.2783,450219.03
새벽길 빨간오뎅,211230.1429,447980.1938
이디야상일리엔파크점,215422.7461,450031.3892
독도쭈꾸미 3호점,211107.391,448300.4881
산수고원,212724.9844,449339.8842
둔촌김밥,212206.4388,447350.9277
마곡닭한마리 강동직영점,210870.1153,447660.5953
무한까까(길동점),212135.8547,448250.7981
주문진,211255.0382,447089.5675
스시꽃피다,210858.6201,447340.0871
봉구비어 둔촌동역점,211863.9961,447092.251
유월드 코퍼레이션,211206.9433,449484.2169
김찬주해장국,210704.5273,447393.9188
더플랩잭(The Flapjack Pancake Desert Cafe),215112.5872,449633.2305
호치킨 성내3동점,211890.8609,447422.1568
등촌샤브칼국수 천호점,210884.3759,448773.3104
젠,215051.5594,449747.4596
코다리요리전문점 만찬,213172.2727,447684.8209
스시연,211909.9706,450216.9044
라라부루스,211132.0543,448553.3593
전주집,211096.2159,449690.7632
카페하임,212071.0953,447496.7894
펠리스호프,211681.1469,448411.0616
통통김치찌개,210883.1245,447640.514
옛날 손 칼국수,215007.7618,449368.117
용문객잔,211706.6964,449389.4522
달 칼국수,211251.0315,446997.7798
둥지,211826.6,448252.5944
지가네양꼬치,211677.523,449214.3267
신사호프,212025.7137,448227.3781
오민방 꼬치구이,211630.1574,447839.4513
고향산촌,212882.2574,447729.8417
마왕족발,213631.2383,450905.3634
심플리앤(Simply&),212360.4092,448413.7287
석촌오리,213121.0419,448165.056
장터순대국,212034.3572,449686.6251
추오정남원추어탕,212929.5819,447103.3192
카페 탄젠트,212033.9803,448678.9799
시골소머리,213482.8542,450922.5016
빈대떡친구,212857.7757,448256.6778
멘야끼,211775.8828,446940.6088
반피셋,212413.2033,448582.135
무봉리순대국&감자탕,215184.8112,449628.0982
이바돔 감자탕(강동역점),211785.0621,448178.1738
와우1.2,211944.9033,447400.2332
도시락,210694.9893,447815.9863
페리카나치킨 암사역점,211228.338,449705.7456
죠스 떡볶이,215384.8443,450156.4116
파파스,210876.9622,448957.3981
발리,212477.8162,447682.3535
더부케(한방차음료연구원),211143.501,447285.6419
바다의 정원,210939.8785,448132.9837
더스푼,215560.2553,450052.2154
Ondo,211936.5044,447929.776
동인푸드,211911.0445,449335.741
가마로 강정,212487.3643,447660.4163
본래순대 천호공원점,211010.6875,449008.0399
오막네포차,211434.1348,448859.4632
시골목장 생고기,212305.8766,448138.1982
성심,211839.7035,448292.8704
커피볶는집,213675.7356,450933.3624
뒷고기한잔,211627.2683,449555.3045
림 2호점,212687.6549,449337.3214
카페 러블리,211403.6222,450172.6378
유천냉면직화쭈꾸미용궁,212504.9759,448951.7387
하루일닭,211020.3324,449847.0658
한국통닭,212485.1866,448448.5306
남한강 매운탕,212633.5588,449499.3502
대한국민 생고기,211935.1873,447323.3825
호식이두마리치킨 암사1호,211957.2627,450066.66
운카페,211104.5709,448749.083
공차 천호역점,211096.9525,448450.5758
담소사골순대 암사역점,211268.7415,450103.1481
full pan(풀팬),210935.0386,448663.4805
생어거스틴 성내점,210558.0956,447311.9003
이조식당,213048.6922,450124.1057
백채김치찌개 상일동점,215088.9748,449629.8692
왕언니네,214960.7838,451036.689
한방수제닭꼬치,211935.1873,447323.3825
권가네 김밥천국,211685.6945,448050.6615
교촌치킨 명일1호,212914.0607,449721.5756
만나하우스,212481.6183,449133.9568
경숙이네 포장마차,211391.6002,448940.9534
소문난 식당,211582.7162,448528.5316
샤브마켓,212482.0088,449859.2477
강화고동집,211925.2385,450190.1833
설해 곱창,211348.7841,449703.2792
몽구 노가리,211228.338,449705.7456
나들목포차,212591.0957,447903.4747
병천순대국,211546.6035,447396.2032
무너진 만리장성,211716.7313,446924.6137
카페아셀,211581.3365,446926.6271
요거트빌리지,212898.8096,449740.6149
이슬이 술상밥상,212393.5416,449024.1462
도둑냉면,215145.1657,449660.989
감나무집,214815.6819,452812.4807
아이와,210968.1623,448881.7624
압록강양꼬치,212744.9531,449389.0718
바다생선구이,215145.1657,449660.989
커피생각,212437.9862,448948.4042
찰스치킨,212306.8972,448930.1843
고봉민김밥인 강동상일점,215384.8443,450156.4116
예원,214867.6251,449293.2196
꼬쟁이,211836.5212,448398.5487
자가제빵 선명희피자(길동점),212379.7609,448379.8998
정춘자 왕코다리찜능이오리백숙,211375.3746,449570.893
디자인스,211938.7947,447379.4857
명일바지락칼국수,212693.9891,449175.1098
벼락푸드,211874.8098,449643.2847
모쿠모쿠 우동,212114.4334,447600.6964
도둑냉면2,215145.1657,449660.989
보스토치니,210970.7571,448713.3167
조아요 실내포차,211416.5906,449730.5827
카페포텐셜,212841.7564,449568.9914
네네치킨 천호1점,211715.9179,449224.5989
bhc고덕중앙점,211885.4539,450306.5281
(공릉동)원조멸치국수,212336.8021,448016.9332
HERE 카페,211235.84,450055.966
김선장횟집,211423.2053,449754.1221
주하나황태곰탕,211501.6065,446830.5339
노가리야,211651.1186,449940.3297
연탄불고기,210871.9758,448231.5824
서울감자탕,211803.5891,448082.5069
공원빈대떡,211038.6184,449294.6596
진도아리랑,212291.5837,448166.2533
동래푸드,212921.0961,448633.774
키즈필키즈카페,211792.3342,446995.7351
한잔해,210719.9044,448685.8896
뚱삼촌연탄구이,212750.6034,449047.2334
백돈가,211919.2511,449959.0461
후라이드 참 잘하는집(후참),214930.9794,450805.2014
놀러와,211347.1313,448620.6822
해뜰날포차,211704.133,448888.4376
해선민어마을,211462.1521,446852.3497
러브올디저트(Love all desserts),211222.4831,448602.0243
고봉민 김밥인 강동암사점,211193.827,449841.117
팔공티 고덕점,213692.7573,450011.5256
미양가,211805.852,447226.7463
정가네황태해장국 (본점),210935.0386,448663.4805
동신상회,212655.1922,447986.2598
쌀통닭 강일점,215379.1001,451691.5052
신전떡볶이,211774.7725,447165.0545
수유리우동집,210732.3819,448020.318
의리치킨,211426.98,447752.5784
벨라빈스,211740.679,446914.4161
발리,211797.3119,449352.5278
네네치킨 둔촌점,212417.4851,447742.9433
황금참숯풍천장어,211989.4904,448658.9563
피자헤븐 고덕역점,213545.4816,450269.2548
봉구비어,212513.6095,449358.9355
깡돈,211391.6002,448940.9534
에이컷 스테이크 올림픽공원점,211200.3527,446969.8166
경성주막,211524.805,449918.6451
하루식당,210997.6532,447263.0937
동해수산,211191.8049,448322.8989
도로시 마리,213430.192,449633.77
명랑핫도그(명일역점),212631.7731,449825.9932
코스탁,211392.4162,448826.3093
꽃보다 꼬치,211242.7761,448583.7048
ELEPHANT 엘리펀트,212524.2817,449055.5632
외양간,212412.5552,449376.8335
담소소사골순대육개장 성내1호(강동구청)점,210800.2119,447391.989
신토불이,212571.9789,448371.8865
본스치킨 고덕아이파크점,213646.9007,450750.5475
구이가(상일점),215122.1268,449814.0802
빨간쭈꾸미,211584.8551,449921.3375
그린퓨전포차,211983.4756,447535.452
풍성한,211846.4599,448936.7333
전주가,210922.0703,447371.8008
주양 마마돈까스,213048.6922,450124.1057
방이샤브샤브칼국수,211360.3952,450244.5
조가네곱창,211165.3288,448214.9173
상일부둣가,215137.8102,449599.9429
온유나베,211791.8912,448500.5572
유미벅스,211569.2137,448482.7051
제주하루방집,211867.8188,447277.2293
마배식 등심칼국수 소한마리,212383.0498,448509.6145
고봉민김밥인 강동천호역점,210871.2937,448421.0925
푸줏간정육식당,212383.0498,448509.6145
꼼떼,213134.3344,447853.5251
떡수궁튀김길,211801.7375,448891.0988
프랭크 서울 둔촌점,211815.378,447052.6138
형제닭발 천호점,212549.4679,449533.6416
고봉민김밥인 명일역점,212636.1093,449913.8808
박대박조개찜 둔촌점,211870.9434,447354.6257
애월집,211364.8642,450038.3959
탕신홍대포,212597.7852,449625.3061
오륙도,215160.001,449810.7563
영무 차이나 객잔,211079.8231,448481.3029
몰까?,212260.1431,448748.3478
갈현동 할머니딸 떡볶이,211227.2946,449618.7096
윤푸드,212934.8463,448700.6574
수 숯불꼬치,211827.0354,447008.5243
보람푸드,214165.5191,451169.2629
메가엠지씨커피 암사점,211933.2774,450303.4824
웅골,211592.3747,446824.911
찬앤찬치킨,212725.9682,448963.5662
멘야세븐,212507.3564,448252.1091
안녕식당,211261.1693,448630.5958
이모네 김치 삼겹살,212172.8285,448321.3302
강동수제꼬치,212555.5179,449944.9515
김가네 김밥 천호로데오점,211268.7334,448645.4044
성원 보리밥,211005.5926,449849.4878
에르마노 키즈카페,212672.1592,449388.4255
시집,211116.1163,448245.7149
돈앤동,211270.801,450174.1677
흑돼지 생고기구이,210797.1953,447808.9418
딱좋다,212933.0845,448682.9357
