흡연구역
서울특별시 관악구 남부순환로 1636 
서울특별시 관악구 봉천로 209
서울특별시 관악구 관악로 145
서울특별시 관악구 남부순환로234길 73
서울특별시 관악구 신림로3길 35
서울특별시 관악구 관악로 242
서울특별시 관악구 신림로 330
서울특별시 광진구 아차산로 235
서울특별시 광진구 아차산로 353
서울특별시 광진구 아차산로 224
서울특별시 광진구 아차산로 370
서울특별시 광진구 용마산로 53
서울특별시 광진구 자양로18길 79
서울특별시 광진구 아차산로 225
서울특별시 광진구 능동로 90
서울특별시 광진구 워커힐로 177
서울특별시 광진구 워커힐로 178
서울특별시 광진구 능동로 90
서울특별시 광진구 천호대로 521
서울특별시 광진구 천호대로 560
서울특별시 광진구 동일로 156
서울특별시 광진구 동일로 172
서울특별시 광진구 동일로 90
서울특별시 광진구 천호대로 664
서울특별시 광진구 능동로 120
서울특별시 광진구 능동로 209
서울특별시 광진구 자양로 167
서울특별시 광진구 광나루로 480
서울특별시 광진구 자양로 76
서울특별시 광진구 강변역로 2
서울특별시 광진구 자양1동777
서울특별시 광진구 천호대로 716-10
서울특별시 광진구 능동로17길39
서울특별시 광진구 천호대로 731
서울특별시 광진구 뚝섬로 52길 66
서울특별시 광진구 능동로 209
서울특별시 광진구 능동로 120
서울특별시 광진구 용마산로 127
서울특별시 광진구 동일로 92-1
서울특별시 광진구 아차산로 272
서울특별시 광진구 능동로 92
서울특별시 광진구 광나루로 635
서울특별시 광진구 아차산로30길 39
서울특별시 광진구 광나루로 56길 85
서울특별시 광진구 광나루로 56길 86
서울특별시 광진구 아산산로 200
서울특별시 광진구 아산산로 201
서울특별시 광진구 아산산로 202
서울특별시 광진구 광나루로 56길 85
서울특별시 광진구 광나루로 56길 86
서울특별시 광진구 광나루로 56길 87
서울특별시 광진구 광나루로 56길 88
서울특별시 광진구 광나루로 56길 89
서울특별시 광진구 광나루로 56길 90
서울특별시 광진구 광나루로 56길 91
서울특별시 광진구 광나루로 56길 92
서울특별시 광진구 강변역로 50
서울특별시 은평구 진흥로 235
서울특별시 은평구 통일로 1050
서울특별시 은평구 통일로 834
서울특별시 은평구 통일로 71길 16
서울특별시 은평구 통일로 760
서울특별시 은평구 불광로 121
서울특별시 은평구 연서로 48길 41
서울특별시 은평구 갈현로 11길 30
서울특별시 은평구 은평로 8길 1
서울특별시 은평구 백련산로 90
서울특별시 은평구 갈현로 7길 49
서울특별시 은평구 연서로 365
서울특별시 은평구 은평로 195
서울특별시 은평구 통일로 962
서울특별시 은평구 증산로 5길 6
서울특별시 은평구 불광로 20
서울특별시 은평구 북한산로 276 예강1
서울특별시 중랑구 봉화산로 179
서울특별시 중랑구 동일로 619
서울특별시 중랑구 신내로 156
서울특별시 중랑구 사가정로 49길 53
서울특별시 중랑구 망우로 418
서울특별시 중랑구 망우로 403
서울특별시 중랑구 망우로 182
서울특별시 중랑구 동일로 862
서울특별시 중랑구 중랑천로 71
서울특별시 중랑구 면목로 470
서울특별시 중랑구 용마산로 90길 28
서울특별시 중랑구 망우로 353
서울특별시 중랑구 망우로 399
서울특별시 양천구?목동동로?105
서울특별시 양천구 목동동로 81
서울특별시 양천구 목동동로 99
서울특별시 양천구 신월로 386
서울특별시 양천구 목동동로 165
서울특별시 양천구 목동동로 151
서울특별시 양천구 지양로 137
서울특별시 양천구 안양천로 1071
서울특별시 양천구 목동로 225
서울특별시 양천구 신정이펜1로 20
서울특별시 양천구 목동동로 257
서울특별시 양천구 목동동로 233
서울특별시 양천구 중앙로 237
서울특별시 양천구 신정로 267
서울특별시 양천구 목동동로 293
서울특별시 양천구 목동서로 161
서울특별시 양천구 목동서로 201
서울특별시 양천구 등촌로 142
서울특별시 양천구 신정로7길 17
서울특별시 양천구 목동동로 233-1
서울특별시 양천구 목동동로 411
서울특별시 성동구 행당동 192-3
서울특별시 성동구 왕십리광장로 17
서울특별시 성동구 아차산로 100
서울특별시 서대문구 연희로 248
서울특별시 서대문구 연희로 182
서울특별시 서대문구 서소문로 51
서울특별시 서대문구 성산로 20길 9
서울특별시 서대문구 통일로 113
서울특별시 서대문구 통일로 97
서울특별시 서대문구 충정로 36
서울특별시 서대문구 충정로 60
서울특별시 서대문구 연세로 50-1
서울특별시 서대문구 경기대로 44
서울특별시 서대문구 통일로 37길 51
서울특별시 서대문구 가좌로 134
서울특별시 서대문구 거북골로 34
서울특별시 서대문구 신촌로 197
서울특별시 서대문구 응암로 121
서울특별시 서대문구 성산로 321
서울특별시 서대문구 성산로 263
서울특별시 서대문구 수색로 56
서울특별시 서대문구 경기대로 47
서울특별시 서대문구 경기대로 9
서울특별시 서대문구 충정로 29
서울특별시 서대문구 통일로 135
서울특별시 서대문구 충정로 70
서울특별시 서대문구 충정로 50
서울특별시 서대문구 서소문로 21
서울특별시 서대문구 충정로 8
서울특별시 서대문구 서소문로 45
서울특별시 서대문구 연희로 142
서울특별시 서대문구 신촌로 73
서울특별시 서대문구 연희로 407
서울특별시 서대문구 신촌로 231
서울특별시 서대문구 신촌로 183
서울특별시 서대문구 신촌로 113
서울특별시 서대문구 충정로 23
서울특별시 서대문구 연세로 13
서울특별시 서대문구 신촌로 83
